Date,Open,High,Low,Close,Volume
2014-10-29,48.226002,48.299999,47.127998,47.619999,24812500
2014-10-30,47.627998,48.099998,47.012001,47.731998,16142000
2014-10-31,48.501999,48.624001,47.75,48.34,18876500
2014-11-03,48.599998,49.512001,48.264,48.518002,21019000
2014-11-04,48.098,48.470001,47.306,47.785999,18413000
2014-11-05,48.200001,48.271999,46.105999,46.194,45229500
2014-11-06,46.897999,49.338001,45.700001,48.243999,76773500
2014-11-07,48.438,48.568001,47.439999,48.040001000000004,25805000
2014-11-10,47.821999,48.576,47.360001000000004,48.386002000000005,22886000
2014-11-11,48.509997999999996,50.363997999999995,48.400002,50.216,39744000
2014-11-12,49.944,50.467999,49.116001000000004,49.82,29354000
2014-11-13,50.124001,51.150002,50.049999,50.34,31180000
2014-11-14,50.0,51.77,49.700001,51.736,30505500
2014-11-17,51.498001,51.799999,50.403999,50.796001000000004,20128500
2014-11-18,51.172001,51.998001,51.102001,51.540001000000004,22365000
2014-11-19,50.122002,50.375999,49.119999,49.548,39592500
2014-11-20,49.59,50.186001,49.200001,49.742001,17936000
2014-11-21,50.442001,50.556,48.433997999999995,48.556,37425500
2014-11-24,49.040001000000004,49.52,48.127998,49.344002,23948500
2014-11-25,49.470001,49.944,49.217999,49.618,15799000
2014-11-26,49.667999,49.799999,49.32,49.688,9906000
2014-11-28,49.07,49.338001,48.504002,48.903999,10598500
2014-12-01,48.231998,48.493999,45.801998,46.327999,43097000
2014-12-02,46.914001,46.976002,45.599998,46.285999,29435000
2014-12-03,45.25,45.944,45.099998,45.860001000000004,26538500
2014-12-04,45.720001,46.18,45.562,45.655998,19278000
2014-12-05,45.734001,45.877998,44.452,44.742001,30318000
2014-12-08,44.307999,44.972,42.467999,42.872002,46128000
2014-12-09,41.868,43.546001000000004,40.854,43.377998,47157500
2014-12-10,42.826,43.354,41.540001000000004,41.967999,36570500
2014-12-11,42.105999,43.085999,41.646,41.776001,33472000
2014-12-12,40.964001,42.335999,40.900002,41.400002,35869000
2014-12-15,41.858002,41.959998999999996,40.534,40.807999,26091500
2014-12-16,40.178001,40.736,39.074001,39.562,42130500
2014-12-17,38.612,41.330002,38.529999,41.164001,36839000
2014-12-18,42.476002,43.688,42.360001000000004,43.652,37416500
2014-12-19,44.037997999999995,44.080002,42.900002,43.858002,34552500
2014-12-22,44.0,44.812,43.652,44.52,23997000
2014-12-23,44.762001,44.863997999999995,43.903999,44.194,22528500
2014-12-24,43.953998999999996,44.5,43.849998,44.452,6661000
2014-12-26,44.301998,45.700001,44.299999,45.563999,16635000
2014-12-29,45.380001,45.582001,44.804001,45.141998,14012500
2014-12-30,44.798,45.130001,44.279999,44.445999,14516000
2014-12-31,44.618,45.136002000000005,44.450001,44.481998,11487500
2015-01-02,44.574001,44.650002,42.652,43.862,23822000
2015-01-05,42.91,43.299999,41.431999,42.018002,26842500
2015-01-06,42.012001,42.84,40.841999,42.256001,31309500
2015-01-07,42.669998,42.956001,41.956001,42.189999,14842000
2015-01-08,42.562,42.759997999999996,42.001999,42.124001,17212500
2015-01-09,41.784,41.995998,40.992001,41.332001,23341500
2015-01-12,40.610001000000004,40.894001,39.849998,40.442001,29751500
2015-01-13,40.664001,41.521999,40.181999,40.849998,22386500
2015-01-14,37.166,39.040001000000004,37.0,38.537997999999995,57759500
2015-01-15,38.897999,39.150002,38.0,38.374001,26082500
2015-01-16,38.139998999999996,38.897999,37.93,38.613997999999995,18016000
2015-01-20,38.773998,38.824001,37.408001,38.386002000000005,22516000
2015-01-21,37.91,39.736,37.902,39.313999,20765000
2015-01-22,39.400002,40.647999,39.040001000000004,40.324001,20584500
2015-01-23,40.057999,40.700001,39.666,40.257999,17193000
2015-01-26,40.366001000000004,41.723999,40.209998999999996,41.310001,16172500
2015-01-27,40.883998999999996,41.605999,40.66,41.195999,13905000
2015-01-28,41.222,41.273998,39.683997999999995,39.874001,15748000
2015-01-29,40.214001,41.195999,39.299999,41.040001000000004,17740500
2015-01-30,40.792,41.493999,40.599998,40.720001,15035000
2015-02-02,40.793999,42.389998999999996,40.66,42.188,20746000
2015-02-03,42.644001,44.074001,42.254002,43.672001,24131000
2015-02-04,43.658001,44.296001000000004,43.360001000000004,43.709998999999996,16527000
2015-02-05,43.976002,45.096001,43.928001,44.198002,17614500
2015-02-06,44.400002,44.68,43.299999,43.472,16219500
2015-02-09,43.076,43.585999,42.397999,43.495998,17362000
2015-02-10,43.509997999999996,44.099998,43.0,43.257999,26952500
2015-02-11,42.442001,42.948002,41.456001,42.560001,48845500
2015-02-12,38.714001,40.618,38.655998,40.576,78248000
2015-02-13,40.580002,41.198002,40.181999,40.754002,30955000
2015-02-17,41.139998999999996,41.139998999999996,40.299999,40.869999,19898000
2015-02-18,40.834,41.234001,40.52,40.891998,13568000
2015-02-19,41.0,42.487999,40.75,42.341999,25770500
2015-02-20,42.155998,43.52,41.962002000000005,43.422001,29910500
2015-02-23,43.132,43.639998999999996,41.265999,41.467999,42499000
2015-02-24,41.458,41.458,40.34,40.821999,33018000
2015-02-25,40.987999,41.428001,40.515999,40.751999,19547500
2015-02-26,40.799999,42.217999,40.444,41.438,32364500
2015-02-27,41.380001,41.709998999999996,40.560001,40.667999,19410500
2015-03-02,40.540001000000004,40.667999,39.166,39.466,39610500
2015-03-03,39.362,40.048,39.063999,39.911999,22161500
2015-03-04,39.849998,40.504002,39.442001,40.487999,21110000
2015-03-05,40.57,41.237999,40.029999,40.125999,24385000
2015-03-06,39.841999,40.150002,38.43,38.776001,33562000
2015-03-09,38.877998,38.897999,37.650002,38.175999,33683500
2015-03-10,37.692001,38.700001,37.52,38.063999,27898500
2015-03-11,38.23,39.236,38.202,38.748001,24874500
2015-03-12,38.75,38.889998999999996,37.950001,38.214001,20746500
2015-03-13,37.790001000000004,38.349998,37.464001,37.736,27171500
2015-03-16,38.400002,39.181999,37.959998999999996,39.139998999999996,28144000
2015-03-17,39.085999,39.742001,38.787997999999995,38.945999,24470500
2015-03-18,38.992001,40.175999,38.622002,40.141998,24104500
2015-03-19,40.400002,40.917999,38.905998,39.130001,42376000
2015-03-20,39.490002000000004,39.798,39.124001,39.616001000000004,21347500
2015-03-23,39.700001,40.099998,39.493999,39.925999,13158000
2015-03-24,40.316002000000005,40.757999,39.950001,40.344002,18249500
2015-03-25,39.653999,39.717999,38.540001000000004,38.860001000000004,28652000
2015-03-26,38.784,38.958,37.939999,38.082001,20640000
2015-03-27,37.813999,37.858002,36.279999,37.0,43024500
2015-03-30,37.169998,38.450001,36.360001000000004,38.113997999999995,50447500
2015-03-31,38.706001,38.751999,37.681999,37.754002,25133000
2015-04-01,37.740002000000004,38.459998999999996,37.209998999999996,37.518002,18973000
2015-04-02,38.046001000000004,38.646,38.0,38.200001,25052000
2015-04-06,39.599998,41.549999,39.5,40.619999,62279000
2015-04-07,40.501999,41.012001,40.228001,40.650002,21739500
2015-04-08,41.639998999999996,42.18,41.174,41.534,31515500
2015-04-09,41.686001,42.074001,41.223999,42.018002,19001000
2015-04-10,41.970001,42.330002,41.799999,42.18,20338500
2015-04-13,42.088001,42.599998,41.810001,41.956001,18791000
2015-04-14,41.714001,41.897999,41.099998,41.492001,15130000
2015-04-15,41.492001,41.917999,41.32,41.566002000000005,9762000
2015-04-16,41.540001000000004,41.834,41.257999,41.34,8295500
2015-04-17,40.998001,41.375999,40.700001,41.358002,12349500
2015-04-20,41.355999,41.57,40.77,41.054001,12796500
2015-04-21,41.16,42.150002,40.862,41.882,17162500
2015-04-22,42.5,44.375999,42.338001,43.888,39315000
2015-04-23,43.653999,44.296001000000004,43.43,43.720001,22056000
2015-04-24,44.099998,44.16,43.602001,43.686001,12139000
2015-04-27,44.512001,47.75,44.400002,46.310001,58363000
2015-04-28,46.950001,47.099998,45.605999,46.096001,30427000
2015-04-29,46.009997999999996,46.993999,45.526001,46.490002000000004,19680500
2015-04-30,46.077999,46.577999,45.034,45.209998999999996,19559500
2015-05-01,45.987999,46.354,44.082001,45.206001,26408500
2015-05-04,45.636002000000005,46.945999,45.422001,46.102001,22173000
2015-05-05,47.551998,47.900002,45.826,46.59,28984500
2015-05-06,46.82,46.894001,45.639998999999996,46.085999,26354500
2015-05-07,44.200001,47.495998,44.049999,47.360001000000004,47279500
2015-05-08,47.198002,47.681999,46.740002000000004,47.321999,23341000
2015-05-11,47.257999,48.576,47.062,47.897999,28361500
2015-05-12,48.021999,49.27,47.638,48.948002,31817000
2015-05-13,49.521999,49.66,48.450001,48.636002000000005,27201000
2015-05-14,48.964001,48.978001,48.25,48.82,14479500
2015-05-15,48.785999,49.880001,48.5,49.768002,22638000
2015-05-18,49.400002,49.98,49.200001,49.75,16766000
2015-05-19,49.686001,50.200001,49.23,49.428001,18371000
2015-05-20,49.425999,49.548,48.273998,48.869999,18778000
2015-05-21,48.605999,49.324001,48.472,49.124001,9853000
2015-05-22,49.076,49.720001,49.001999,49.546001000000004,11115500
2015-05-26,49.535999,50.400002,49.299999,49.492001,17493500
2015-05-27,49.702,49.900002,49.110001000000004,49.486,17041000
2015-05-28,49.405998,50.360001000000004,49.009997999999996,50.290001000000004,18236500
2015-05-29,50.200001,50.574001,49.886002000000005,50.16,18946500
2015-06-01,50.282001,50.32,49.493999,49.889998999999996,12525500
2015-06-02,49.784,49.880001,49.259997999999996,49.669998,10674000
2015-06-03,49.639998999999996,50.144001,49.402,49.798,8907500
2015-06-04,49.5,49.860001000000004,49.141998,49.183997999999995,12268000
2015-06-05,49.200001,49.939999,49.136002000000005,49.827999,15110000
2015-06-08,50.169998,51.75,50.062,51.257999,25085000
2015-06-09,51.080002,51.548,50.827999,51.200001,13055500
2015-06-10,50.380001,50.799999,49.700001,50.139998999999996,17272500
2015-06-11,50.652,50.874001,50.085999,50.282001,10220500
2015-06-12,50.042,50.692001,50.042,50.138,7111500
2015-06-15,49.939999,50.256001,49.202,50.076,10931000
2015-06-16,50.026001,50.688,49.82,50.624001,9923500
2015-06-17,50.433997999999995,52.872002,50.403999,52.082001,27564500
2015-06-18,52.400002,52.692001,52.004002,52.377998,13913500
2015-06-19,52.48,52.759997999999996,52.02,52.501999,12315000
2015-06-22,52.43,52.880001,51.138,51.958,22805500
2015-06-23,52.063999,53.599998,51.714001,53.534,19354000
2015-06-24,53.396,53.470001,52.743999,53.034,12061500
2015-06-25,53.290001000000004,54.282001,53.049999,53.757999,14246000
2015-06-26,53.778,53.821999,53.200001,53.417999,19192000
2015-06-29,52.389998999999996,53.189999,52.139998999999996,52.403999,17394500
2015-06-30,52.959998999999996,54.183997999999995,52.799999,53.652,15434500
2015-07-01,54.222,54.523998,53.57,53.830002,10506000
2015-07-02,56.040001000000004,56.490002000000004,54.661999,56.004002,35819500
2015-07-06,55.776001,56.338001,55.259997999999996,55.944,20609500
2015-07-07,55.0,55.040001000000004,52.153999,53.576,30525500
2015-07-08,51.863997999999995,52.16,50.862,50.992001,31105500
2015-07-09,51.816002000000005,52.59,51.358002,51.584,16670500
2015-07-10,52.444,52.599998,51.563999,51.830002,13054500
2015-07-13,52.450001,52.509997999999996,51.209998999999996,52.431999,14801500
2015-07-14,52.419998,53.198002,52.102001,53.130001,9538000
2015-07-15,53.348,53.498001,52.416,52.627998,10108000
2015-07-16,52.844002,53.439999,52.632,53.335999,8080000
2015-07-17,54.5,55.108002,53.650002,54.931999,25020500
2015-07-20,55.0,57.330002,54.507999,56.452,24892500
2015-07-21,54.009997999999996,54.700001,53.310001,53.354,30543500
2015-07-22,52.254002,53.888,52.172001,53.574001,15525000
2015-07-23,53.93,53.98,53.054001,53.439999,11136000
2015-07-24,53.476002,54.217999,52.784,53.082001,14182500
2015-07-27,52.486,52.886002000000005,50.158001,50.602001,23471000
2015-07-28,51.150002,53.080002,50.368,52.964001,19479000
2015-07-29,52.854,53.577999,52.400002,52.764,13950500
2015-07-30,52.537997999999995,53.388,52.422001,53.358002,10173000
2015-07-31,53.52,53.872002,53.023998,53.23,11113000
2015-08-03,53.257999,53.341999,51.414001,51.998001,12767500
2015-08-04,52.001999,53.344002,51.667999,53.256001,11762500
2015-08-05,52.716,54.200001,52.080002,54.026001,31071500
2015-08-06,49.908001,51.0,47.223999,49.226002,73119000
2015-08-07,48.716,48.745998,47.678001,48.501999,25367000
2015-08-10,47.630001,48.594002,47.209998999999996,48.228001,20929500
2015-08-11,47.43,47.860001000000004,46.888,47.473999,21324500
2015-08-12,47.0,47.953998999999996,46.548,47.633998999999996,18640000
2015-08-13,47.972,49.296001000000004,47.824001,48.501999,23446000
2015-08-14,49.448002,49.585999,48.354,48.630001,21824000
2015-08-17,51.112,51.318001,50.102001,50.998001,35883500
2015-08-18,51.076,52.189999,50.712002000000005,52.144001,20975000
2015-08-19,52.066002000000005,52.130001,51.004002,51.049999,18021500
2015-08-20,50.411999,50.911999,48.380001,48.436001,24529000
2015-08-21,47.200001,48.759997999999996,46.102001,46.153999,32951000
2015-08-24,40.557999,46.279999,39.0,43.773998,47908000
2015-08-25,46.104,46.18,43.824001,44.006001,21636500
2015-08-26,45.585999,45.599998,43.102001,44.967999,24815000
2015-08-27,46.200001,48.950001,46.161999,48.598,38280000
2015-08-28,48.372002,50.290001000000004,48.313999,49.695999,27568500
2015-08-31,49.124001,50.990002000000004,49.102001,49.812,23501000
2015-09-01,48.068001,49.200001,47.394001,47.726002,27274000
2015-09-02,49.060001,49.576,47.956001,49.537997999999995,23146000
2015-09-03,50.411999,50.416,49.0,49.113997999999995,20974000
2015-09-04,48.178001,48.818001,47.639998999999996,48.386002000000005,18446000
2015-09-08,49.009997999999996,49.832001,48.810001,49.633998999999996,15691000
2015-09-09,50.41,50.849998,49.66,49.782001,16954000
2015-09-10,49.445999,50.144001,49.066002000000005,49.695999,13545000
2015-09-11,49.528,50.048,48.945999,50.048,11754000
2015-09-14,50.220001,50.849998,49.933997999999995,50.638,14454500
2015-09-15,50.549999,50.919998,49.900002,50.714001,14667500
2015-09-16,50.608002,52.576,50.576,52.450001,22085500
2015-09-17,52.792,53.099998,52.138,52.414001,17929000
2015-09-18,51.591999,52.764,51.5,52.124001,18815500
2015-09-21,52.796001000000004,54.313999,51.16,52.84,30601000
2015-09-22,51.806,52.529999,51.174,52.188,18322000
2015-09-23,52.389998999999996,52.416,51.515999,52.212002000000005,13004000
2015-09-24,51.905998,52.689999,51.242001,52.624001,17241000
2015-09-25,53.321999,53.382,51.23,51.382,18867000
2015-09-28,51.470001,51.958,49.321999,49.686001,24505500
2015-09-29,50.091999,50.945999,49.091999,49.330002,18516000
2015-09-30,50.400002,50.48,48.467999,49.68,24648000
2015-10-01,49.501999,49.700001,47.425999,47.976002,22865000
2015-10-02,47.119999,49.540001000000004,46.986,49.514,22120000
2015-10-05,49.768002,49.967999,48.826,49.23,18449500
2015-10-06,48.0,48.605999,47.116001000000004,48.292,26126000
2015-10-07,47.326,47.540001000000004,45.824001,46.391998,34070000
2015-10-08,46.015999,46.144001,44.262001,45.344002,30666000
2015-10-09,44.186001,44.874001,43.672001,44.138,30792000
2015-10-12,44.598,44.599998,43.054001,43.116001000000004,19181500
2015-10-13,42.655998,44.504002,42.226002,43.849998,25857500
2015-10-14,44.133998999999996,44.189999,43.085999,43.375999,15522000
2015-10-15,43.285999,44.346001,42.740002000000004,44.262001,14221000
2015-10-16,44.608002,46.096001,44.574001,45.402,21672500
2015-10-19,45.299999,46.23,44.987999,45.619999,12539500
2015-10-20,45.543999,45.720001,40.400002,42.605999,74500000
2015-10-21,42.397999,42.962002000000005,41.759997999999996,42.018002,20757500
2015-10-22,42.312,43.150002,41.880001,42.344002,14126000
2015-10-23,43.0,43.07,41.537997999999995,41.818001,21177500
2015-10-26,42.276001,43.175999,42.0,43.051998,16957000
2015-10-27,42.967999,43.419998,41.501999,42.07,17597000
2015-10-28,42.262001,42.689999,41.66,42.591999,13643000
2015-10-29,42.349998,42.75,42.127998,42.326,9025000
2015-10-30,42.080002,42.326,40.778,41.386002000000005,22194500
2015-11-02,41.784,43.16,41.444,42.757999,19639500
2015-11-03,42.77,42.888,41.549999,41.669998,41662500
2015-11-04,45.400002,46.548,45.040001000000004,46.326,63632000
2015-11-05,46.116001000000004,46.916,45.838001,46.354,22484000
2015-11-06,46.139998999999996,46.672001,45.900002,46.472,12226500
2015-11-09,46.598,46.598,44.862,45.066002000000005,19254500
2015-11-10,44.695999,44.740002000000004,43.216,43.299999,23085000
2015-11-11,43.554001,43.896,42.726002,43.816002000000005,16739000
2015-11-12,43.57,43.799999,42.532001,42.588001,14579500
2015-11-13,42.59,42.598,41.304001,41.438,17151500
2015-11-16,41.217999,42.995998,41.16,42.862,14627000
2015-11-17,43.040001000000004,43.200001,42.279999,42.799999,10743500
2015-11-18,42.900002,44.276001,42.504002,44.214001,14059500
2015-11-19,44.108002,45.237999,44.060001,44.360001000000004,12522000
2015-11-20,44.698002,45.0,42.716,44.001999,22003500
2015-11-23,43.470001,43.835999,42.936001,43.549999,12631000
2015-11-24,43.074001,44.200001,43.0,43.650002,12401500
2015-11-25,44.268002,46.166,44.076,45.928001,19954000
2015-11-27,46.212002000000005,46.450001,45.402,46.321999,9747000
2015-11-30,46.358002,46.855999,45.816002000000005,46.051998,13299000
2015-12-01,46.212002000000005,47.599998,46.209998999999996,47.438,18670000
2015-12-02,47.400002,47.720001,46.245998,46.397999,14907500
2015-12-03,47.096001,47.490002000000004,46.0,46.542,14698000
2015-12-04,46.492001,46.653999,45.532001,46.076,12868000
2015-12-07,45.540001000000004,47.125999,45.23,46.226002,15721000
2015-12-08,45.504002,45.759997999999996,44.84,45.344002,13438000
2015-12-09,45.34,45.5,44.144001,44.903999,15289000
2015-12-10,44.942001,45.698002,44.728001,45.414001,10358500
2015-12-11,45.048,45.150002,43.327999,43.403999,16343500
2015-12-14,43.501999,44.183997999999995,42.973999,43.716,14135500
2015-12-15,44.363997999999995,44.444,43.599998,44.217999,11222000
2015-12-16,44.419998,46.976002,44.146,46.902,25521500
2015-12-17,46.787997999999995,47.551998,45.962002000000005,46.678001,16493000
2015-12-18,46.577999,47.18,45.858002,46.091999,15071000
2015-12-21,46.338001,47.166,46.216,46.512001,9766000
2015-12-22,46.998001,47.310001,45.925999,45.990002000000004,9807500
2015-12-23,46.436001,46.689999,45.625999,45.939999,7775000
2015-12-24,46.112,46.375999,45.655998,46.113997999999995,3540000
2015-12-28,46.298,46.396,45.108002,45.790001000000004,9506500
2015-12-29,46.012001,47.543999,45.91,47.438,12031500
2015-12-30,47.32,48.726002,47.133998999999996,47.618,18489500
2015-12-31,47.702,48.689999,47.674,48.001999,13575000
2016-01-04,46.144001,46.276001,43.799999,44.681999,34135500
2016-01-05,45.271999,45.377998,44.0,44.686001,15934000
2016-01-06,44.0,44.009997999999996,43.195999,43.807999,18895500
2016-01-07,42.838001,43.688,42.734001,43.130001,17771500
2016-01-08,43.571999,44.088001,42.153999,42.200001,18140500
2016-01-11,42.801998,42.889998999999996,40.599998,41.57,20457000
2016-01-12,42.32,42.748001,41.062,41.993999,15459500
2016-01-13,42.402,42.529999,40.0,40.062,20632000
2016-01-14,40.442001,42.0,38.675999,41.236,32453500
2016-01-15,39.793999,41.014,39.450001,40.998001,27893000
2016-01-19,41.742001,42.094002,40.155998,40.944,20193500
2016-01-20,39.880001,40.256001,38.25,39.740002000000004,29193000
2016-01-21,40.310001,40.646,39.004002,39.993999,15831000
2016-01-22,40.959998999999996,41.099998,39.806,40.509997999999996,15620500
2016-01-25,40.012001,40.714001,39.175999,39.276001,13493500
2016-01-26,39.34,39.563999,37.776001,38.712002000000005,24821000
2016-01-27,38.476002,38.652,37.153999,37.613997999999995,18086000
2016-01-28,38.158001,38.256001,36.481998,37.939999,22964000
2016-01-29,37.990002000000004,38.748001,37.616001000000004,38.240002000000004,14261500
2016-02-01,37.751999,39.903999,36.549999,39.388,26488000
2016-02-02,38.484001,38.624001,36.046001000000004,36.556,28868000
2016-02-03,36.717999,36.787997999999995,34.035999,34.695999,39657000
2016-02-04,34.139998999999996,35.195999,33.397999,35.066002000000005,21927000
2016-02-05,34.259997999999996,34.599998,31.548,32.52,47188000
2016-02-08,31.42,31.43,29.200001,29.598,46565000
2016-02-09,28.464001,31.958,28.209999,29.65,43258000
2016-02-10,30.1,30.993999,28.348,28.733999,52032500
2016-02-11,30.4,32.652,29.4,30.094,71262000
2016-02-12,31.0,31.402,28.74,30.208,36179000
2016-02-16,31.74,32.59,30.822001,31.034,27969000
2016-02-17,31.799999,33.868,31.336,33.736,29126000
2016-02-18,34.484001,34.59,32.953998999999996,33.354,19438000
2016-02-19,32.731998,33.498001,32.5,33.316002000000005,14797000
2016-02-22,34.023998,35.782001,33.970001,35.548,25300500
2016-02-23,35.231998,36.346001,34.736,35.442001,29922000
2016-02-24,34.549999,35.900002,33.568001,35.799999,26978000
2016-02-25,35.73,37.703998999999996,35.040001000000004,37.486,28753500
2016-02-26,37.740002000000004,38.400002,37.0,38.068001,30325500
2016-02-29,38.48,39.27,37.844002,38.386002000000005,22495000
2016-03-01,38.849998,39.189999,36.540001000000004,37.27,33561000
2016-03-02,36.745998,37.703998999999996,36.299999,37.667999,24312000
2016-03-03,37.655998,39.484001,36.844002,39.147999,24145000
2016-03-04,39.599998,40.806,39.5,40.208,32445500
2016-03-07,39.535999,41.939999,39.48,41.057999,26647000
2016-03-08,40.700001,41.5,40.439999,40.52,20893500
2016-03-09,40.903999,41.874001,40.557999,41.743999,16043000
2016-03-10,42.0,42.658001,40.133998999999996,41.035999,25962500
2016-03-11,41.585999,41.883998999999996,41.066002000000005,41.5,16715500
2016-03-14,42.529999,43.344002,42.127998,43.029999,20328500
2016-03-15,42.854,43.793999,42.299999,43.667999,15902500
2016-03-16,43.599998,44.515999,43.403999,44.386002000000005,17583500
2016-03-17,44.293999,45.700001,44.0,45.276001,18914500
2016-03-18,45.82,46.896,45.612,46.548,23559000
2016-03-21,47.068001,47.976002,47.0,47.664001,26539000
2016-03-22,47.442001,47.798,46.512001,46.848,21580000
2016-03-23,46.473999,46.945999,44.405998,44.515999,24744000
2016-03-24,43.155998,45.778,43.0,45.549999,24804500
2016-03-28,46.321999,46.962002000000005,45.0,46.051998,19628500
2016-03-29,45.978001,46.476002,45.066002000000005,46.026001,20071500
2016-03-30,47.018002,47.099998,45.299999,45.377998,20165000
2016-03-31,45.868,47.484001,45.001999,45.953998999999996,40064500
2016-04-01,48.966,49.580002,46.650002,47.518002,79987500
2016-04-04,49.824001,50.424,48.728001,49.397999,67376500
2016-04-05,48.099998,51.312,48.0,51.094002,49743500
2016-04-06,50.793999,53.548,50.689999,53.084,58527500
2016-04-07,53.290001000000004,53.868,50.902,51.439999,44281000
2016-04-08,52.099998,52.164001,49.604,50.014,36819500
2016-04-11,50.200001,51.798,49.060001,49.984001,45808500
2016-04-12,49.900002,50.360001000000004,48.726002,49.563999,28816000
2016-04-13,49.702,51.099998,49.466,50.905998,24628000
2016-04-14,50.599998,51.368,50.209998999999996,50.372002,20661000
2016-04-15,50.262001,50.919998,49.824001,50.902,18762000
2016-04-18,50.445999,51.661999,50.332001,50.776001,21357000
2016-04-19,50.624001,50.874001,48.25,49.473999,31787500
2016-04-20,49.251999,50.731998,48.299999,49.993999,25970500
2016-04-21,49.798,50.18,49.382,49.658001,13915500
2016-04-22,49.778,50.799999,49.141998,50.75,18931500
2016-04-25,50.602001,51.476002,50.152,50.363997999999995,18351500
2016-04-26,50.41,51.146,49.877998,50.748001,16119000
2016-04-27,50.549999,51.0,49.880001,50.293999,16029000
2016-04-28,49.970001,50.686001,49.487999,49.542,12595000
2016-04-29,49.627998,49.686001,47.562,48.152,27069000
2016-05-02,48.299999,48.638,46.964001,48.360001000000004,19219500
2016-05-03,47.472,47.782001,46.324001,46.464001,21511000
2016-05-04,46.057999,46.891998,44.080002,44.512001,43502500
2016-05-05,45.692001,45.728001,41.958,42.306,56274000
2016-05-06,42.174,43.273998,41.622002,42.986,28426000
2016-05-09,43.144001,43.23,41.360001000000004,41.784,23882000
2016-05-10,41.509997999999996,41.894001,41.0,41.737999,20353000
2016-05-11,41.518002,43.096001,41.209998999999996,41.792,25809500
2016-05-12,42.287997999999995,42.334,40.731998,41.456001,18252500
2016-05-13,41.556,42.240002000000004,41.34,41.521999,14114000
2016-05-16,41.630001,42.630001,41.584,41.658001,14747000
2016-05-17,41.810001,41.964001,40.804001,40.931999,14218000
2016-05-18,41.830002,43.062,41.549999,42.234001,28087500
2016-05-19,42.723999,43.358002,41.459998999999996,43.042,34331500
2016-05-20,43.397999,44.110001000000004,43.27,44.056,45035500
2016-05-23,43.973999,44.52,43.172001,43.243999,25512500
2016-05-24,43.32,43.748001,43.035999,43.582001,15069000
2016-05-25,43.582001,44.271999,43.301998,43.916,15634000
2016-05-26,44.099998,45.051998,43.810001,45.023998,20362000
2016-05-27,44.998001,45.186001,44.150002,44.608002,18251500
2016-05-31,44.608002,44.950001,44.299999,44.646,13945000
2016-06-01,44.296001000000004,44.48,43.377998,43.911999,14913500
2016-06-02,43.917999,43.981998,43.422001,43.792,10164000
2016-06-03,44.0,44.388,43.602001,43.798,11145000
2016-06-06,43.599998,44.18,43.09,44.136002000000005,11247500
2016-06-07,44.448002,46.888,44.304001,46.467999,31068000
2016-06-08,46.759997999999996,48.169998,46.521999,47.104,29860000
2016-06-09,46.995998,47.066002000000005,45.411999,45.872002,22460500
2016-06-10,45.478001,45.594002,43.683997999999995,43.757999,30133000
2016-06-13,43.900002,45.153999,43.532001,43.574001,20965000
2016-06-14,43.776001,44.439999,42.506001,42.992001,17901000
2016-06-15,43.389998999999996,44.380001,43.026001,43.540001000000004,14542500
2016-06-16,43.484001,43.608002,42.700001,43.585999,12201500
2016-06-17,43.562,43.998001,42.900002,43.094002,15563000
2016-06-20,43.900002,44.75,43.646,43.939999,17777500
2016-06-21,44.136002000000005,44.514,43.762001,43.922001,22645000
2016-06-22,39.894001,41.189999,39.150002,39.332001,118712000
2016-06-23,39.138,39.509997999999996,38.425999,39.279999,50653500
2016-06-24,38.009997999999996,39.023998,37.945999,38.630001,35132500
2016-06-27,38.172001,39.762001,37.574001,39.709998999999996,36027000
2016-06-28,40.377998,40.810001,39.882,40.358002,31062000
2016-06-29,41.026001,42.355999,40.599998,42.037997999999995,29974500
2016-06-30,42.594002,42.700001,41.804001,42.456001,24215500
2016-07-01,41.228001,43.647999,41.200001,43.299999,27000000
2016-07-05,41.945999,42.908001,41.599998,42.796001000000004,25876500
2016-07-06,42.0,43.046001000000004,41.799999,42.888,24599500
2016-07-07,42.619999,43.624001,42.602001,43.188,18060000
2016-07-08,43.560001,43.962002000000005,42.900002,43.355999,20374000
2016-07-11,43.992001,45.355999,43.902,44.956001,27149000
2016-07-12,44.82,45.5,44.644001,44.93,22856500
2016-07-13,45.099998,45.118,44.057999,44.506001,17835500
2016-07-14,44.624001,44.987999,44.209998999999996,44.306,13379000
2016-07-15,44.504002,44.549999,43.928001,44.080002,11171000
2016-07-18,43.928001,45.417999,43.66,45.25,17060500
2016-07-19,45.0,45.82,44.950001,45.051998,15575500
2016-07-20,45.293999,45.959998999999996,45.0,45.672001,12842500
2016-07-21,45.200001,45.57,43.82,44.099998,22143500
2016-07-22,44.397999,44.900002,43.776001,44.453998999999996,12898500
2016-07-25,44.453998999999996,46.278,44.273998,46.001999,22453500
2016-07-26,45.537997999999995,46.0,45.060001,45.902,17150000
2016-07-27,45.868,46.672001,45.383998999999996,45.698002,14445000
2016-07-28,45.59,46.152,45.32,46.122002,12095500
2016-07-29,46.139998999999996,47.056,46.048,46.958,15354000
2016-08-01,47.099998,47.326,45.875999,46.001999,20081500
2016-08-02,45.874001,45.973999,44.279999,45.439999,19672000
2016-08-03,45.473999,45.939999,44.841999,45.158001,19439000
2016-08-04,45.138,46.172001,44.41,46.122002,20735000
